Chinese_score,top_k_avg_scores,year,Type
0.37530547237107975,0.006425556917283843,1800,Comptence
0.09688258729666348,-0.0012387295768899324,1810,Comptence
0.11652080137273954,-0.04477107819965081,1820,Comptence
0.28613238433516114,0.2040707159613084,1830,Comptence
0.16861599676816263,-0.14479036342659252,1840,Comptence
0.24552537705685895,-0.046808256925049085,1850,Comptence
0.14742077902011747,-0.16299181413220898,1860,Comptence
0.10463416182106898,-0.062045961358301295,1870,Comptence
-0.40516549301333954,-0.18527440185624525,1880,Comptence
-0.038467850074456446,0.03841972275688581,1890,Comptence
0.25506029186225404,0.26845417564354,1900,Comptence
-0.08345387525570219,-0.1469757941705606,1910,Comptence
0.21418285750308824,0.005554917507448548,1920,Comptence
0.4564794132842658,0.06916540287133026,1930,Comptence
0.06285524278095468,-0.29482557303888185,1940,Comptence
0.31366570607984035,0.007465588818577943,1950,Comptence
0.4909124755810518,0.08301994386656095,1960,Comptence
0.4631237680115362,0.08632674427504895,1970,Comptence
0.17985005851291005,0.08292258867899382,1980,Comptence
0.2514003145380062,0.186127844212071,1990,Comptence
