Chinese_score,top_k_avg_scores,year,Type
0.3469723861975291,0.26937322303666195,1800,Status
0.05625180593828142,0.20530867471703015,1810,Status
0.2098960603540477,0.3446776039802477,1820,Status
0.26351883706514506,0.3637804447880608,1830,Status
0.38257336235547373,0.33797324581295435,1840,Status
0.5593142626928486,0.37056485265770167,1850,Status
0.8987007391204944,0.4284127731959556,1860,Status
0.8389183737978377,0.43657736231179534,1870,Status
0.010490905667594488,0.2006712283721293,1880,Status
0.9780716310407447,0.5211048205709322,1890,Status
0.8097763442167869,0.5873134185237875,1900,Status
0.802992500344283,0.5120907160389926,1910,Status
0.6684316734686853,0.47158605910861406,1920,Status
0.7985832796252889,0.5138949412788999,1930,Status
1.0085150186932292,0.48647626331991195,1940,Status
0.6580183005991335,0.4504144017436609,1950,Status
0.9465320090159339,0.5900879036173613,1960,Status
0.6611557891816952,0.23064253342882773,1970,Status
0.628648887949204,0.3335163957401111,1980,Status
0.9072104150741533,0.33244281327832403,1990,Status
