Chinese_score,top_k_avg_scores,year,Type
0.3469723861975291,0.15030190636428248,1800,Status
0.05625180593828142,0.10892644964495092,1810,Status
0.2098960603540477,0.20603537736228264,1820,Status
0.26351883706514506,0.26267446444223375,1830,Status
0.38257336235547373,0.2756368106896912,1840,Status
0.5593142626928486,0.29668723883946113,1850,Status
0.8987007391204944,0.36071609896039236,1860,Status
0.8389183737978377,0.33204505896879016,1870,Status
0.010490905667594488,0.12855393036003815,1880,Status
0.9780716310407447,0.325236428567109,1890,Status
0.8097763442167869,0.4280924946128105,1900,Status
0.802992500344283,0.4068736167613232,1910,Status
0.6684316734686853,0.3734923417088206,1920,Status
0.7985832796252889,0.4292749685656081,1930,Status
1.0085150186932292,0.4430249429886044,1940,Status
0.6580183005991335,0.2984357763307579,1950,Status
0.9465320090159339,0.44291388424440425,1960,Status
0.6611557891816952,0.08208840400369363,1970,Status
0.628648887949204,0.2536642751325251,1980,Status
0.9072104150741533,0.17893520222624168,1990,Status
