Chinese_score,top_k_avg_scores,year,Type
0.1811292632396709,-0.022523210398639346,1800,Agency
-0.34462832450138453,0.1301946206548442,1810,Agency
-0.3264864961232168,0.06956233865573382,1820,Agency
-0.23453845134787804,0.014991783308720617,1830,Agency
-0.053088502505550375,0.12942969719280817,1840,Agency
-0.032801293126340905,0.05653352916578034,1850,Agency
0.2131539596944607,0.026192596122318796,1860,Agency
0.04233925247719529,0.1935974004777264,1870,Agency
-0.4955012164405989,-0.07353119582005059,1880,Agency
-0.10646176621725582,-0.014925389836295034,1890,Agency
0.05858719483306307,0.22362649474999707,1900,Agency
0.030899413892533187,0.06204530455800773,1910,Agency
0.2478188081057347,0.20990651144886444,1920,Agency
0.5091322978815811,0.31573138670224776,1930,Agency
0.5333451242203755,0.3777997892050103,1940,Agency
0.5610590339101458,0.4742603924519547,1950,Agency
0.4933810766533255,0.5599341712768501,1960,Agency
0.20199020215130753,0.2923629014498322,1970,Agency
-0.11574292294613041,0.06533920603741583,1980,Agency
0.22440425640969663,0.3020341262566481,1990,Agency
