Chinese_score,top_k_avg_scores,year,Type
0.131840996419967,-0.3523567251299709,1800,Warmth
-0.10634940413508738,-0.15044335532779052,1810,Warmth
-0.3462111554603231,-0.4459869300199549,1820,Warmth
0.23605126949763888,-0.08067467379446551,1830,Warmth
0.025416898916672356,-0.2720178994451639,1840,Warmth
-0.10079849220375743,-0.2814855111424452,1850,Warmth
0.15165651010485853,-0.19205557497655473,1860,Warmth
0.30594467757332316,-0.015904417296523136,1870,Warmth
0.07778614525356858,-0.0707401339238767,1880,Warmth
0.18471230597624252,-0.13719064681024717,1890,Warmth
-0.14437663443809912,-0.03333516167053911,1900,Warmth
0.2774563360245499,0.01429388646124831,1910,Warmth
0.013912795054616131,0.04388422402235671,1920,Warmth
0.1928904942199224,-0.18437661015901613,1930,Warmth
0.45675055642465817,0.23421954103372958,1940,Warmth
0.2720872421294514,0.18910271436500575,1950,Warmth
0.26703328378400565,0.01845853050656899,1960,Warmth
0.16175497750977427,-0.008142504203468372,1970,Warmth
0.5548892858905106,0.11743971352311047,1980,Warmth
0.41673840742503976,0.06133483607454267,1990,Warmth
