Chinese_score,top_k_avg_scores,year,Type
0.37530547237107975,0.17633699102203795,1800,Comptence
0.09688258729666348,0.12887056149747797,1810,Comptence
0.11652080137273954,0.07096106404055103,1820,Comptence
0.28613238433516114,0.21059999531429596,1830,Comptence
0.16861599676816263,0.08587072644171823,1840,Comptence
0.24552537705685895,0.08899396203459871,1850,Comptence
0.14742077902011747,0.04396370316311678,1860,Comptence
0.10463416182106898,0.027366302064503998,1870,Comptence
-0.40516549301333954,-0.11056043768109604,1880,Comptence
-0.038467850074456446,-0.013666799612948616,1890,Comptence
0.25506029186225404,-0.024068791885096266,1900,Comptence
-0.08345387525570219,-0.03204733457919248,1910,Comptence
0.21418285750308824,-0.015765972394254195,1920,Comptence
0.4564794132842658,0.01283458080616319,1930,Comptence
0.06285524278095468,-0.14537875216493815,1940,Comptence
0.31366570607984035,-0.08520272796615995,1950,Comptence
0.4909124755810518,-0.12415466349381164,1960,Comptence
0.4631237680115362,-0.08537261895951784,1970,Comptence
0.17985005851291005,-0.16843381097298546,1980,Comptence
0.2514003145380062,-0.14844352243772818,1990,Comptence
