Chinese_score,top_k_avg_scores,year,Type
0.1811292632396709,0.05758299134980872,1800,Agency
-0.34462832450138453,0.05071211313266987,1810,Agency
-0.3264864961232168,0.08931379589015503,1820,Agency
-0.23453845134787804,0.06320400540581267,1830,Agency
-0.053088502505550375,0.030754140066842794,1840,Agency
-0.032801293126340905,0.08222549887078878,1850,Agency
0.2131539596944607,0.03864785454167242,1860,Agency
0.04233925247719529,0.055593549041711245,1870,Agency
-0.4955012164405989,-0.05131073732945847,1880,Agency
-0.10646176621725582,0.013638596981681204,1890,Agency
0.05858719483306307,0.12655736670170478,1900,Agency
0.030899413892533187,0.11289617042032263,1910,Agency
0.2478188081057347,0.1329434953280426,1920,Agency
0.5091322978815811,0.203544699652865,1930,Agency
0.5333451242203755,0.21335951709065681,1940,Agency
0.5610590339101458,0.2385003782638468,1950,Agency
0.4933810766533255,0.35269708160402685,1960,Agency
0.20199020215130753,0.24526944009295032,1970,Agency
-0.11574292294613041,0.1485203733044616,1980,Agency
0.22440425640969663,0.04821978393193702,1990,Agency
