Chinese_score,top_k_avg_scores,year,Type
0.37530547237107975,0.1418708376364211,1800,Comptence
0.09688258729666348,0.03900257433379681,1810,Comptence
0.11652080137273954,0.04385820442649055,1820,Comptence
0.28613238433516114,0.23463558150000569,1830,Comptence
0.16861599676816263,0.017228749202406662,1840,Comptence
0.24552537705685895,0.025883265418989,1850,Comptence
0.14742077902011747,-0.01673717419115384,1860,Comptence
0.10463416182106898,-0.015045707811164679,1870,Comptence
-0.40516549301333954,-0.13247638098815973,1880,Comptence
-0.038467850074456446,0.005421563311262388,1890,Comptence
0.25506029186225404,0.045859830783841246,1900,Comptence
-0.08345387525570219,-0.11712931732079307,1910,Comptence
0.21418285750308824,-0.034255253124714446,1920,Comptence
0.4564794132842658,0.0038169635647733093,1930,Comptence
0.06285524278095468,-0.21933486855500695,1940,Comptence
0.31366570607984035,-0.14079763501171652,1950,Comptence
0.4909124755810518,-0.07990417780059314,1960,Comptence
0.4631237680115362,-0.052710738420897435,1970,Comptence
0.17985005851291005,-0.08780473910798461,1980,Comptence
0.2514003145380062,-0.06859259966517979,1990,Comptence
