Chinese_score,top_k_avg_scores,year,Type
-0.24308173484558326,-0.046191013704065316,1800,Morality
-0.19928946539018239,-0.06856690559939217,1810,Morality
-0.20692421177283707,-0.11124794876059593,1820,Morality
-0.2308575149610358,-0.07551194002168524,1830,Morality
0.34066370718853073,-0.010026895216280994,1840,Morality
-0.009375952836022761,-0.04322845568450641,1850,Morality
-0.06888184570337683,-0.07489573654569412,1860,Morality
0.38141094211794985,-0.09276723408399376,1870,Morality
-0.09451061825216309,-0.10847262534973595,1880,Morality
-0.33206409064159503,-0.2154330225732985,1890,Morality
-0.22216872452973896,-0.17521479562071704,1900,Morality
-0.00869605855647476,-0.052651457997599405,1910,Morality
0.1118560352229461,-0.13121056616497698,1920,Morality
0.21919072718524155,-0.04813472222769437,1930,Morality
0.005035863257674758,-0.09750814173960562,1940,Morality
-0.24780076996916162,-0.19027450055941486,1950,Morality
-0.17215445076306946,-0.35229410213960244,1960,Morality
-0.12252644259167528,-0.4025948168023994,1970,Morality
0.08065713910724952,-0.3903292827933061,1980,Morality
-0.044635836353675205,-0.35509495495956644,1990,Morality
