Chinese_score,top_k_avg_scores,year,Type
0.3469723861975291,0.2699386736301296,1800,Status
0.05625180593828142,0.17396836521775283,1810,Status
0.2098960603540477,0.3156407461309326,1820,Status
0.26351883706514506,0.34047663232291897,1830,Status
0.38257336235547373,0.29574209895748277,1840,Status
0.5593142626928486,0.3868226005243572,1850,Status
0.8987007391204944,0.39578289733125016,1860,Status
0.8389183737978377,0.4105325964665641,1870,Status
0.010490905667594488,0.17152646869694038,1880,Status
0.9780716310407447,0.44417363462829573,1890,Status
0.8097763442167869,0.5651188145518626,1900,Status
0.802992500344283,0.4600648018365395,1910,Status
0.6684316734686853,0.4575400088302341,1920,Status
0.7985832796252889,0.5219756300345391,1930,Status
1.0085150186932292,0.508746731251088,1940,Status
0.6580183005991335,0.38293853927801724,1950,Status
0.9465320090159339,0.5423090829861947,1960,Status
0.6611557891816952,0.20980045712274606,1970,Status
0.628648887949204,0.3173456508280041,1980,Status
0.9072104150741533,0.2575731914783276,1990,Status
