Chinese_score,top_k_avg_scores,year,Type
-0.24308173484558326,-0.2875756551852464,1800,Morality
-0.19928946539018239,-0.13500540164420008,1810,Morality
-0.20692421177283707,-0.28726977194270104,1820,Morality
-0.2308575149610358,-0.27972708794199275,1830,Morality
0.34066370718853073,-0.22880294035574178,1840,Morality
-0.009375952836022761,-0.13687814162256098,1850,Morality
-0.06888184570337683,-0.32706039571084833,1860,Morality
0.38141094211794985,-0.12553305724609368,1870,Morality
-0.09451061825216309,-0.18693008971259095,1880,Morality
-0.33206409064159503,-0.1712273919054272,1890,Morality
-0.22216872452973896,-0.0996417060332805,1900,Morality
-0.00869605855647476,-0.08191259812008589,1910,Morality
0.1118560352229461,-0.10756593204336432,1920,Morality
0.21919072718524155,-0.07511874140690707,1930,Morality
0.005035863257674758,-0.16272076105943306,1940,Morality
-0.24780076996916162,-0.3021489276100207,1950,Morality
-0.17215445076306946,-0.4166861413196404,1960,Morality
-0.12252644259167528,-0.41912252476491674,1970,Morality
0.08065713910724952,-0.2581624401663994,1980,Morality
-0.044635836353675205,-0.2837718044217269,1990,Morality
