Chinese_score,top_k_avg_scores,year,Type
0.1783200242267473,0.20575784295920788,1830,Agency
-0.1814491252366038,-0.16595949237831994,1840,Agency
-0.006448560011178688,0.04789572546135466,1850,Agency
0.613547239625804,0.5779762327060305,1860,Agency
0.5802688090338827,0.51427568440602,1870,Agency
0.46528843589774904,0.608256578565414,1880,Agency
0.49417318419931167,0.5426966508621635,1890,Agency
0.8009098108128585,0.6865079371011219,1900,Agency
0.3974660271862902,0.5788611034859701,1910,Agency
0.48526088077895024,0.5717638641616717,1920,Agency
0.21776250294985536,0.32443910359694045,1930,Agency
0.44360050486643954,0.41429681912280375,1940,Agency
0.3286932930496401,0.3344927692010407,1950,Agency
0.08698041447372716,0.24622858974533393,1960,Agency
0.384185571483317,0.4858907309105718,1970,Agency
0.44898675369515983,0.5893369120226585,1980,Agency
0.5433353920863988,0.4676251008667716,1990,Agency
0.5450859080525956,0.5409042840985019,2000,Agency
