Chinese_score,top_k_avg_scores,year,Type
0.3879167190429173,0.27527519196563655,1830,Comptence
0.4373497540971574,0.3153351073971561,1840,Comptence
0.6544193882708597,0.6151057516047387,1850,Comptence
0.4483257423617843,0.3338160857695921,1860,Comptence
0.6340291319837705,0.4829228443681423,1870,Comptence
0.6196040939022975,0.47583383748154406,1880,Comptence
0.047696724393013895,0.025978928196090195,1890,Comptence
0.49239729462130677,0.3160768645594142,1900,Comptence
0.4380023221193198,0.07638728102515051,1910,Comptence
0.21664871538188055,0.09212513303357169,1920,Comptence
0.4301933043285559,0.05389931780152596,1930,Comptence
0.45737910571815416,0.07970931245007644,1940,Comptence
0.00445059771732857,-0.0592773423460404,1950,Comptence
0.14645325143934787,0.04312847614127417,1960,Comptence
0.47623052724366705,0.12035071689662288,1970,Comptence
0.0579188418719287,-0.16609966748829932,1980,Comptence
0.45022420397253066,0.10190836799830875,1990,Comptence
0.3323893160742415,0.10583392757117051,2000,Comptence
