Chinese_score,top_k_avg_scores,year,Type
0.3879167190429173,0.2612248167061638,1830,Comptence
0.4373497540971574,0.30640767042568023,1840,Comptence
0.6544193882708597,0.6026950363588501,1850,Comptence
0.4483257423617843,0.38109034372909106,1860,Comptence
0.6340291319837705,0.45543524491588455,1870,Comptence
0.6196040939022975,0.5509676785067045,1880,Comptence
0.047696724393013895,0.11471967307585033,1890,Comptence
0.49239729462130677,0.4983722775079811,1900,Comptence
0.4380023221193198,0.37709085174065404,1910,Comptence
0.21664871538188055,0.360136828900921,1920,Comptence
0.4301933043285559,0.20540482496652582,1930,Comptence
0.45737910571815416,0.27216659291349266,1940,Comptence
0.00445059771732857,-0.09944804350530859,1950,Comptence
0.14645325143934787,0.1880626445845358,1960,Comptence
0.47623052724366705,0.3617293632723255,1970,Comptence
0.0579188418719287,0.0028504357506117517,1980,Comptence
0.45022420397253066,0.27220048062018537,1990,Comptence
0.3323893160742415,0.4680405872918545,2000,Comptence
