Chinese_score,top_k_avg_scores,year,Type
0.1941522378994999,0.16741698210667377,1830,Warmth
-0.18990892496162806,-0.10384927215983338,1840,Warmth
0.025019655359210198,0.08127460134712346,1850,Warmth
0.06804158488669736,0.09238660480804112,1860,Warmth
0.04548405524310321,0.01799928629035237,1870,Warmth
-0.15870837178390987,0.05989688805373598,1880,Warmth
0.18662161877288588,0.24299820205240413,1890,Warmth
0.13498772781586446,0.15719165906078114,1900,Warmth
0.020226318532101,0.13683405609770205,1910,Warmth
0.038453178906158424,0.017877921585213036,1920,Warmth
-0.17129056988705021,-0.12348587363019738,1930,Warmth
0.15688868358600178,-0.08438994629424075,1940,Warmth
-0.1401377857067455,-0.009075478141328204,1950,Warmth
0.0015049494143988397,-0.10797128058098447,1960,Warmth
0.31980845262828944,0.1764891070548454,1970,Warmth
0.3416679262371535,0.22308849929178093,1980,Warmth
0.3573754443684474,0.1506828749384161,1990,Warmth
0.48338484989158903,0.41767924002023343,2000,Warmth
