Chinese_score,top_k_avg_scores,year,Type
-0.3849388913790551,-0.31653588546302464,1830,Status
0.17547550298147147,-0.004707857443066559,1840,Status
-0.15936712372645107,-0.19885891922000146,1850,Status
0.1525787246516025,0.016774483033277117,1860,Status
-0.1715680121841819,-0.26964177538028783,1870,Status
1.0197934091136123,0.9312880358225627,1880,Status
-0.043954846654709084,0.007166692264120388,1890,Status
1.1009900229040246,1.0294483342313168,1900,Status
0.47865033460625556,0.8061944901926491,1910,Status
0.8411725209257046,0.804984699391894,1920,Status
0.4203612757302264,0.3778498670523556,1930,Status
0.3700625719104091,0.6144953258565475,1940,Status
0.3636276905360987,0.4241806845103056,1950,Status
0.7053238904503524,0.5567298125350738,1960,Status
0.6726512449179249,0.6786728479029918,1970,Status
0.862568371053197,0.7182509962816886,1980,Status
0.5024674303267126,0.32115766387003003,1990,Status
-0.05257500419957173,0.19424901689930243,2000,Status
