Chinese_score,top_k_avg_scores,year,Type
-0.13519852560994286,-0.15502078540638242,1830,Morality
-0.023537764720310345,-0.02171048936216034,1840,Morality
0.07456027030868395,0.07348908295859533,1850,Morality
0.07038221933123842,0.09225892496384439,1860,Morality
0.035463054426907586,-0.039107847260662396,1870,Morality
-0.205780534701948,0.10062415142626667,1880,Morality
-0.09608402215668765,0.0023283413116598605,1890,Morality
0.18080098075699544,0.1766761220320557,1900,Morality
0.09187537716796589,0.17465076391052317,1910,Morality
-0.1369431759249318,0.011785028537268535,1920,Morality
-0.19371575296234453,-0.16208543721814328,1930,Morality
-0.04302735606095772,-0.04553336432847803,1940,Morality
-0.05116641724318183,-0.06483386683207246,1950,Morality
-0.12298134466401012,-0.08853302375712117,1960,Morality
-0.09538706735807066,-0.11482311142885432,1970,Morality
-0.1574935303876673,-0.1902749012280738,1980,Morality
-0.2516648862567972,-0.19804319530308834,1990,Morality
-0.17612273593427377,-0.1039598580179093,2000,Morality
