Chinese_score,top_k_avg_scores,year,Type
0.3879167190429173,0.2729237291353962,1830,Comptence
0.4373497540971574,0.3275275080987782,1840,Comptence
0.6544193882708597,0.6311246180663812,1850,Comptence
0.4483257423617843,0.34097709342245996,1860,Comptence
0.6340291319837705,0.47742914155688937,1870,Comptence
0.6196040939022975,0.505513504850989,1880,Comptence
0.047696724393013895,0.03479943797960109,1890,Comptence
0.49239729462130677,0.3237223848163284,1900,Comptence
0.4380023221193198,0.15787177801565122,1910,Comptence
0.21664871538188055,0.1276207301252007,1920,Comptence
0.4301933043285559,0.06152415202708253,1930,Comptence
0.45737910571815416,0.11191888462242304,1940,Comptence
0.00445059771732857,-0.05361086092730877,1950,Comptence
0.14645325143934787,0.04484537237514206,1960,Comptence
0.47623052724366705,0.15320716557099906,1970,Comptence
0.0579188418719287,-0.12542461296551438,1980,Comptence
0.45022420397253066,0.13508098498754634,1990,Comptence
0.3323893160742415,0.17836007334614118,2000,Comptence
