Chinese_score,top_k_avg_scores,year,Type
-0.13519852560994286,-0.16572065599616248,1830,Morality
-0.023537764720310345,-0.05133646208018307,1840,Morality
0.07456027030868395,0.014082513935639179,1850,Morality
0.07038221933123842,0.11775713668463995,1860,Morality
0.035463054426907586,-0.07784789093612161,1870,Morality
-0.205780534701948,-0.009345870644657351,1880,Morality
-0.09608402215668765,0.02093400120929207,1890,Morality
0.18080098075699544,0.21198149627709728,1900,Morality
0.09187537716796589,0.17036621345031752,1910,Morality
-0.1369431759249318,0.04857112717899492,1920,Morality
-0.19371575296234453,-0.18620147238356377,1930,Morality
-0.04302735606095772,-0.04295109531246416,1940,Morality
-0.05116641724318183,-0.1570254683864899,1950,Morality
-0.12298134466401012,-0.10180048674677336,1960,Morality
-0.09538706735807066,-0.11440847833896262,1970,Morality
-0.1574935303876673,-0.17961832406457928,1980,Morality
-0.2516648862567972,-0.23457147265479494,1990,Morality
-0.17612273593427377,-0.11187181155780661,2000,Morality
