Chinese_score,top_k_avg_scores,year,Type
-0.13519852560994286,-0.16275148215033902,1830,Morality
-0.023537764720310345,-0.012481853856367412,1840,Morality
0.07456027030868395,0.05362419258088784,1850,Morality
0.07038221933123842,0.09564794913817767,1860,Morality
0.035463054426907586,-0.03190641178957899,1870,Morality
-0.205780534701948,-0.0562878023228996,1880,Morality
-0.09608402215668765,-0.011928124749454814,1890,Morality
0.18080098075699544,0.2177263459775387,1900,Morality
0.09187537716796589,0.03337926162533587,1910,Morality
-0.1369431759249318,-0.08567918355381028,1920,Morality
-0.19371575296234453,-0.13449435897351686,1930,Morality
-0.04302735606095772,-0.06450203949344926,1940,Morality
-0.05116641724318183,-0.011296041303349224,1950,Morality
-0.12298134466401012,-8.467304151051937e-05,1960,Morality
-0.09538706735807066,-0.0669661185702815,1970,Morality
-0.1574935303876673,-0.1853391347403073,1980,Morality
-0.2516648862567972,-0.1765863834529592,1990,Morality
-0.17612273593427377,-0.08497853118320672,2000,Morality
