Chinese_score,top_k_avg_scores,year,Type
-0.3849388913790551,-0.28196250420269175,1830,Status
0.17547550298147147,-0.0778165840418896,1840,Status
-0.15936712372645107,-0.1937694011068679,1850,Status
0.1525787246516025,-0.03763359131923645,1860,Status
-0.1715680121841819,-0.3036366605656257,1870,Status
1.0197934091136123,0.4268031547711938,1880,Status
-0.043954846654709084,-0.014413500934873511,1890,Status
1.1009900229040246,0.4285052057047113,1900,Status
0.47865033460625556,0.1549562473628165,1910,Status
0.8411725209257046,0.0737504239533974,1920,Status
0.4203612757302264,-0.08818818904572513,1930,Status
0.3700625719104091,0.17403100782615205,1940,Status
0.3636276905360987,0.12092169002512017,1950,Status
0.7053238904503524,0.08403217495782422,1960,Status
0.6726512449179249,0.21653191681386602,1970,Status
0.862568371053197,0.16941827788281133,1980,Status
0.5024674303267126,-0.12828185572622286,1990,Status
-0.05257500419957173,-0.258872123850016,2000,Status
